"PJM PPL ZONE DA OFF-PEAK FIXED - ICE FUTURES ENERGY DIV",220426,2022-04-26,0643D7,IFED,01,064 ,   43792,    2765,       0,       0,   40803,   43792,   43568,   43792,     224,       0,   43792,    2765,       0,       0,   40803,   43792,   43568,   43792,     224,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     175,       0,       0,       0,     175,     175,     175,     175,       0,       0,  100.0,    6.3,    0.0,    0.0,   93.2,  100.0,   99.5,  100.0,    0.5,    0.0,  100.0,    6.3,    0.0,    0.0,   93.2,  100.0,   99.5,  100.0,    0.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,      1,      0,      0,     21,     16,     22,     16,     26,      1,      0,      0,     21,     16,     22,     16,      0,      0,      0,      0,      0,      0,      0,      0,    71.4,    87.7,    86.2,    96.3,    65.5,    86.6,    79.3,    89.2,    71.4,    87.7,    86.2,    96.3,    65.5,    86.6,    79.3,    89.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D7","IFED","064 "
"PJM PPL ZONE DA PEAK - ICE FUTURES ENERGY DIV",220426,2022-04-26,0643D8,IFED,01,064 ,   46981,    2710,       0,       0,   44047,   46981,   46757,   46981,     224,       0,   46981,    2710,       0,       0,   44047,   46981,   46757,   46981,     224,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     159,       0,       0,       0,     229,     159,     229,     159,     -70,       0,  100.0,    5.8,    0.0,    0.0,   93.8,  100.0,   99.5,  100.0,    0.5,    0.0,  100.0,    5.8,    0.0,    0.0,   93.8,  100.0,   99.5,  100.0,    0.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,      2,      0,      0,     21,     16,     23,     16,     26,      2,      0,      0,     21,     16,     23,     16,      0,      0,      0,      0,      0,      0,      0,      0,    71.4,    89.5,    86.9,    96.6,    67.4,    89.0,    80.5,    90.8,    71.4,    89.5,    86.9,    96.6,    67.4,    89.0,    80.5,    90.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643D8","IFED","064 "
"PJM WESTERN HUB DA OFF-PK - ICE FUTURES ENERGY DIV",220426,2022-04-26,0643DB,IFED,01,064 ,   88132,    8200,     584,     301,   79244,   86876,   87745,   87761,     387,     371,   88132,    8200,     584,     301,   79244,   86876,   87745,   87761,     387,     371,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1801,     180,       0,       0,    1613,    1736,    1793,    1736,       8,      65,  100.0,    9.3,    0.7,    0.3,   89.9,   98.6,   99.6,   99.6,    0.4,    0.4,  100.0,    9.3,    0.7,    0.3,   89.9,   98.6,   99.6,   99.6,    0.4,    0.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     50,      4,      4,      4,     35,     35,     42,     40,     50,      4,      4,      4,     35,     35,     42,     40,      0,      0,      0,      0,      0,      0,      0,      0,    38.9,    56.3,    61.4,    76.5,    38.1,    46.5,    56.0,    61.9,    38.9,    56.3,    61.4,    76.5,    38.1,    46.5,    56.0,    61.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643DB","IFED","064 "
"PJM WESTERN HUB DA PEAK - ICE FUTURES ENERGY DIV",220426,2022-04-26,0643DC,IFED,01,064 ,  101546,   11002,    1690,     223,   90003,   99280,  101228,  101193,     318,     353,  101546,   11002,    1690,     223,   90003,   99280,  101228,  101193,     318,     353,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2934,       8,      70,       0,    2920,    2802,    2928,    2872,       6,      62,  100.0,   10.8,    1.7,    0.2,   88.6,   97.8,   99.7,   99.7,    0.3,    0.3,  100.0,   10.8,    1.7,    0.2,   88.6,   97.8,   99.7,   99.7,    0.3,    0.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     54,      5,      5,      4,     36,     39,     43,     46,     54,      5,      5,      4,     36,     39,     43,     46,      0,      0,      0,      0,      0,      0,      0,      0,    41.1,    53.1,    62.3,    71.5,    36.9,    41.9,    54.3,    59.0,    41.1,    53.1,    62.3,    71.5,    36.9,    41.9,    54.3,    59.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"352 MWh","0643DC","IFED","064 "
"PJM WESTERN HUB RT PEAK MINI - ICE FUTURES ENERGY DIV",220426,2022-04-26,0643DF,IFED,01,064 ,  706575,   80519,   18382,  110984,  514430,  577080,  705933,  706446,     642,     129,  706575,   80519,   18382,  110984,  514430,  577080,  705933,  706446,     642,     129,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -7543,   -5745,    2647,    2334,   -4155,  -12509,   -7566,   -7528,      23,     -15,  100.0,   11.4,    2.6,   15.7,   72.8,   81.7,   99.9,  100.0,    0.1,    0.0,  100.0,   11.4,    2.6,   15.7,   72.8,   81.7,   99.9,  100.0,    0.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     91,     26,     13,     26,     48,     49,     83,     79,     91,     26,     13,     26,     48,     49,     83,     79,      0,      0,      0,      0,      0,      0,      0,      0,    33.6,    44.4,    58.2,    65.4,    13.2,    18.5,    17.2,    22.6,    33.6,    44.4,    58.2,    65.4,    13.2,    18.5,    17.2,    22.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643DF","IFED","064 "
"PJM PSEG DAY-AHEAD PEAK - ICE FUTURES ENERGY DIV",220426,2022-04-26,0643DL,IFED,01,064 ,   18753,    3662,       0,       0,   14451,   18718,   18113,   18718,     640,      35,   18753,    3662,       0,       0,   14451,   18718,   18113,   18718,     640,      35,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      15,       0,       0,       0,      15,      15,      15,      15,       0,       0,  100.0,   19.5,    0.0,    0.0,   77.1,   99.8,   96.6,   99.8,    3.4,    0.2,  100.0,   19.5,    0.0,    0.0,   77.1,   99.8,   96.6,   99.8,    3.4,    0.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,      3,      0,      0,     16,     16,     19,     16,     25,      3,      0,      0,     16,     16,     19,     16,      0,      0,      0,      0,      0,      0,      0,      0,    57.8,    72.0,    79.8,    92.8,    57.6,    67.7,    76.0,    82.9,    57.8,    72.0,    79.8,    92.8,    57.6,    67.7,    76.0,    82.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643DL","IFED","064 "
"PJM PSEG DA OFF-PK FIXED PRICE - ICE FUTURES ENERGY DIV",220426,2022-04-26,0643DM,IFED,01,064 ,   16144,    2336,     240,      70,   13213,   15799,   15619,   16109,     525,      35,   16144,    2336,     240,      70,   13213,   15799,   15619,   16109,     525,      35,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     100,       0,     150,       0,     100,     -50,     100,     100,       0,       0,  100.0,   14.5,    1.5,    0.4,   81.8,   97.9,   96.7,   99.8,    3.3,    0.2,  100.0,   14.5,    1.5,    0.4,   81.8,   97.9,   96.7,   99.8,    3.3,    0.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,      2,      1,      1,     16,     15,     19,     16,     25,      2,      1,      1,     16,     15,     19,     16,      0,      0,      0,      0,      0,      0,      0,      0,    59.6,    64.8,    83.5,    89.5,    59.4,    63.1,    79.6,    81.5,    59.6,    64.8,    83.5,    89.5,    59.4,    63.1,    79.6,    81.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","0643DM","IFED","064 "
"ERCOT N 345KV REAL T PK DALY M - ICE FUTURES ENERGY DIV",220426,2022-04-26,0643IB,IFED,01,064 ,   34375,    4675,     175,      45,   29345,   33945,   34065,   34165,     310,     210,   34375,    4675,     175,      45,   29345,   33945,   34065,   34165,     310,     210,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     135,     585,    -230,      45,    -590,     350,      40,     165,      95,     -30,  100.0,   13.6,    0.5,    0.1,   85.4,   98.7,   99.1,   99.4,    0.9,    0.6,  100.0,   13.6,    0.5,    0.1,   85.4,   98.7,   99.1,   99.4,    0.9,    0.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,      2,      2,      2,     12,     13,     14,     17,     23,      2,      2,      2,     12,     13,     14,     17,      0,      0,      0,      0,      0,      0,      0,      0,    94.4,    91.7,    97.7,    97.5,    90.8,    91.3,    94.1,    94.1,    94.4,    91.7,    97.7,    97.5,    90.8,    91.3,    94.1,    94.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"16 MWh","0643IB","IFED","064 "
"ERCOT N 345KV REAL T PK 2x16 - ICE FUTURES ENERGY DIV",220426,2022-04-26,0643ID,IFED,01,064 ,   48692,    2630,    8191,    2900,   43062,   37601,   48592,   48692,     100,       0,   48692,    2630,    8191,    2900,   43062,   37601,   48592,   48692,     100,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     302,     -20,    -130,     170,     152,     262,     302,     302,       0,       0,  100.0,    5.4,   16.8,    6.0,   88.4,   77.2,   99.8,  100.0,    0.2,    0.0,  100.0,    5.4,   16.8,    6.0,   88.4,   77.2,   99.8,  100.0,    0.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     39,      4,      2,      5,     25,     26,     32,     31,     39,      4,      2,      5,     25,     26,     32,     31,      0,      0,      0,      0,      0,      0,      0,      0,    50.3,    50.4,    73.3,    77.5,    45.4,    40.2,    58.7,    61.8,    50.3,    50.4,    73.3,    77.5,    45.4,    40.2,    58.7,    61.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1MW for about 352 Hours)","0643ID","IFED","064 "
"ERCOT North 345KV Hub RT 7x8 - ICE FUTURES ENERGY DIV",220426,2022-04-26,0643IK,IFED,01,064 ,   37760,    1950,    8360,      25,   35775,   28500,   37750,   36885,      10,     875,   37760,    1950,    8360,      25,   35775,   28500,   37750,   36885,      10,     875,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2375,       0,    2700,       0,    2375,    -325,    2375,    2375,       0,       0,  100.0,    5.2,   22.1,    0.1,   94.7,   75.5,  100.0,   97.7,    0.0,    2.3,  100.0,    5.2,   22.1,    0.1,   94.7,   75.5,  100.0,   97.7,    0.0,    2.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     31,      3,      2,      1,     22,     20,     26,     22,     31,      3,      2,      1,     22,     20,     26,     22,      0,      0,      0,      0,      0,      0,      0,      0,    55.7,    51.0,    80.4,    77.1,    47.7,    46.9,    60.0,    57.7,    55.7,    51.0,    80.4,    77.1,    47.7,    46.9,    60.0,    57.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1MW for about 352 Hours)","0643IK","IFED","064 "
"ISONE.H.INTERNAL_HUB_mo_on_dap - NODAL EXCHANGE",220426,2022-04-26,064AAA,NODX,01,064 ,   90042,    1305,     640,     150,   83835,   84477,   85290,   85267,    4752,    4775,   90042,    1305,     640,     150,   83835,   84477,   85290,   85267,    4752,    4775,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -490,    -100,       0,     100,    -490,    -590,    -490,    -490,       0,       0,  100.0,    1.4,    0.7,    0.2,   93.1,   93.8,   94.7,   94.7,    5.3,    5.3,  100.0,    1.4,    0.7,    0.2,   93.1,   93.8,   94.7,   94.7,    5.3,    5.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,      2,      1,      1,     19,     17,     21,     19,     25,      2,      1,      1,     19,     17,     21,     19,      0,      0,      0,      0,      0,      0,      0,      0,    79.8,    59.8,    87.7,    84.0,    75.5,    58.6,    80.4,    78.1,    79.8,    59.8,    87.7,    84.0,    75.5,    58.6,    80.4,    78.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064AAA","NODX","064 "
"ISONE.H.INTERNAL_HB_mo_off_dap - NODAL EXCHANGE",220426,2022-04-26,064AAB,NODX,01,064 ,   73864,     460,     200,       0,   68198,   68505,   68658,   68705,    5206,    5159,   73864,     460,     200,       0,   68198,   68505,   68658,   68705,    5206,    5159,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -398,       0,       0,       0,    -360,    -340,    -360,    -340,     -38,     -58,  100.0,    0.6,    0.3,    0.0,   92.3,   92.7,   93.0,   93.0,    7.0,    7.0,  100.0,    0.6,    0.3,    0.0,   92.3,   92.7,   93.0,   93.0,    7.0,    7.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      1,      1,      0,     18,     16,     19,     17,     22,      1,      1,      0,     18,     16,     19,     17,      0,      0,      0,      0,      0,      0,      0,      0,    78.1,    60.3,    86.6,    81.8,    73.0,    57.5,    77.5,    76.9,    78.1,    60.3,    86.6,    81.8,    73.0,    57.5,    77.5,    76.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064AAB","NODX","064 "
"NYISO.HUD VL_month_on_dap - NODAL EXCHANGE",220426,2022-04-26,064CXO,NODX,01,064 ,   28151,    1966,     813,    2242,   22518,   23280,   26726,   26335,    1425,    1816,   28151,    1966,     813,    2242,   22518,   23280,   26726,   26335,    1425,    1816,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1466,     525,       0,       5,    1036,    1591,    1566,    1596,    -100,    -130,  100.0,    7.0,    2.9,    8.0,   80.0,   82.7,   94.9,   93.5,    5.1,    6.5,  100.0,    7.0,    2.9,    8.0,   80.0,   82.7,   94.9,   93.5,    5.1,    6.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,      3,      2,      3,     17,     20,     21,     24,     28,      3,      2,      3,     17,     20,     21,     24,      0,      0,      0,      0,      0,      0,      0,      0,    52.6,    50.1,    74.4,    74.2,    49.6,    47.1,    65.5,    62.8,    52.6,    50.1,    74.4,    74.2,    49.6,    47.1,    65.5,    62.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064CXO","NODX","064 "
"NYISO.HUD VL_month_off_dap - NODAL EXCHANGE",220426,2022-04-26,064CXP,NODX,01,064 ,   20938,    1522,    2978,       0,   17168,   15665,   18690,   18643,    2248,    2295,   20938,    1522,    2978,       0,   17168,   15665,   18690,   18643,    2248,    2295,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1156,     550,      25,       0,     761,    1181,    1311,    1206,    -155,     -50,  100.0,    7.3,   14.2,    0.0,   82.0,   74.8,   89.3,   89.0,   10.7,   11.0,  100.0,    7.3,   14.2,    0.0,   82.0,   74.8,   89.3,   89.0,   10.7,   11.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,      2,      3,      0,     16,     18,     18,     21,     28,      2,      3,      0,     16,     18,     18,     21,      0,      0,      0,      0,      0,      0,      0,      0,    54.0,    53.9,    73.8,    73.3,    51.4,    45.6,    65.1,    62.4,    54.0,    53.9,    73.8,    73.3,    51.4,    45.6,    65.1,    62.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064CXP","NODX","064 "
"NYISO.N.Y.C._month_on_dap - NODAL EXCHANGE",220426,2022-04-26,064CZS,NODX,01,064 ,   15271,       0,    4176,       0,   13660,    9556,   13660,   13732,    1611,    1539,   15271,       0,    4176,       0,   13660,    9556,   13660,   13732,    1611,    1539,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     850,       0,       0,       0,     770,     770,     770,     770,      80,      80,  100.0,    0.0,   27.3,    0.0,   89.5,   62.6,   89.5,   89.9,   10.5,   10.1,  100.0,    0.0,   27.3,    0.0,   89.5,   62.6,   89.5,   89.9,   10.5,   10.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,      0,      1,      0,     17,     17,     17,     18,     24,      0,      1,      0,     17,     17,     17,     18,      0,      0,      0,      0,      0,      0,      0,      0,    64.0,    64.9,    78.3,    83.1,    62.2,    57.2,    71.8,    69.6,    64.0,    64.9,    78.3,    83.1,    62.2,    57.2,    71.8,    69.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064CZS","NODX","064 "
"NYISO.N.Y.C._month_off_dap - NODAL EXCHANGE",220426,2022-04-26,064CZT,NODX,01,064 ,   10171,       0,     540,       0,    8607,    8570,    8607,    9110,    1564,    1061,   10171,       0,     540,       0,    8607,    8570,    8607,    9110,    1564,    1061,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     100,       0,       0,       0,      93,      93,      93,      93,       7,       7,  100.0,    0.0,    5.3,    0.0,   84.6,   84.3,   84.6,   89.6,   15.4,   10.4,  100.0,    0.0,    5.3,    0.0,   84.6,   84.3,   84.6,   89.6,   15.4,   10.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      0,      1,      0,     16,     13,     16,     14,     20,      0,      1,      0,     16,     13,     16,     14,      0,      0,      0,      0,      0,      0,      0,      0,    60.7,    60.5,    75.7,    84.1,    56.9,    51.8,    65.3,    69.7,    60.7,    60.5,    75.7,    84.1,    56.9,    51.8,    65.3,    69.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064CZT","NODX","064 "
"PJM.AEP-DAYTON HUB_mo_on_dap - NODAL EXCHANGE",220426,2022-04-26,064DLW,NODX,01,064 ,   95659,    6015,    2398,       0,   73674,   77348,   79689,   79746,   15970,   15913,   95659,    6015,    2398,       0,   73674,   77348,   79689,   79746,   15970,   15913,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     135,       0,       0,       0,     170,     170,     170,     170,     -35,     -35,  100.0,    6.3,    2.5,    0.0,   77.0,   80.9,   83.3,   83.4,   16.7,   16.6,  100.0,    6.3,    2.5,    0.0,   77.0,   80.9,   83.3,   83.4,   16.7,   16.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     29,      2,      3,      0,     21,     21,     23,     24,     29,      2,      3,      0,     21,     21,     23,     24,      0,      0,      0,      0,      0,      0,      0,      0,    55.8,    50.0,    71.6,    70.4,    52.1,    48.6,    65.4,    63.9,    55.8,    50.0,    71.6,    70.4,    52.1,    48.6,    65.4,    63.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DLW","NODX","064 "
"PJM.AEP-DAYTON HUB_mo_off_dap - NODAL EXCHANGE",220426,2022-04-26,064DLX,NODX,01,064 ,   93243,   11220,    1137,     405,   64428,   75023,   76053,   76565,   17190,   16678,   93243,   11220,    1137,     405,   64428,   75023,   76053,   76565,   17190,   16678,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -275,    -300,       0,       0,      25,    -275,    -275,    -275,       0,       0,  100.0,   12.0,    1.2,    0.4,   69.1,   80.5,   81.6,   82.1,   18.4,   17.9,  100.0,   12.0,    1.2,    0.4,   69.1,   80.5,   81.6,   82.1,   18.4,   17.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     31,      3,      3,      2,     22,     21,     27,     24,     31,      3,      3,      2,     22,     21,     27,     24,      0,      0,      0,      0,      0,      0,      0,      0,    47.0,    50.1,    66.1,    69.7,    43.1,    48.8,    60.9,    63.1,    47.0,    50.1,    66.1,    69.7,    43.1,    48.8,    60.9,    63.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DLX","NODX","064 "
"PJM.BGE_month_on_dap - NODAL EXCHANGE",220426,2022-04-26,064DPQ,NODX,01,064 ,   28627,     445,   10085,     200,   22027,   12707,   22672,   22992,    5955,    5635,   28627,     445,   10085,     200,   22027,   12707,   22672,   22992,    5955,    5635,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -100,       0,      50,       0,    -125,    -175,    -125,    -125,      25,      25,  100.0,    1.6,   35.2,    0.7,   76.9,   44.4,   79.2,   80.3,   20.8,   19.7,  100.0,    1.6,   35.2,    0.7,   76.9,   44.4,   79.2,   80.3,   20.8,   19.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     32,      3,      3,      1,     25,     13,     29,     16,     32,      3,      3,      1,     25,     13,     29,     16,      0,      0,      0,      0,      0,      0,      0,      0,    39.3,    66.3,    53.8,    76.4,    36.8,    64.3,    50.4,    70.1,    39.3,    66.3,    53.8,    76.4,    36.8,    64.3,    50.4,    70.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 "
"PJM.BGE_month_off_dap - NODAL EXCHANGE",220426,2022-04-26,064DPR,NODX,01,064 ,   28642,     435,   10085,     200,   22037,   12707,   22672,   22992,    5970,    5650,   28642,     435,   10085,     200,   22037,   12707,   22672,   22992,    5970,    5650,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -100,       0,      50,       0,    -125,    -175,    -125,    -125,      25,      25,  100.0,    1.5,   35.2,    0.7,   76.9,   44.4,   79.2,   80.3,   20.8,   19.7,  100.0,    1.5,   35.2,    0.7,   76.9,   44.4,   79.2,   80.3,   20.8,   19.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     32,      3,      3,      1,     25,     13,     29,     16,     32,      3,      3,      1,     25,     13,     29,     16,      0,      0,      0,      0,      0,      0,      0,      0,    39.2,    66.2,    53.6,    76.3,    36.7,    64.2,    50.3,    70.1,    39.2,    66.2,    53.6,    76.3,    36.7,    64.2,    50.3,    70.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 "
"PJM.JCPL_month_on_dap - NODAL EXCHANGE",220426,2022-04-26,064EJI,NODX,01,064 ,   32615,    4772,       0,    1245,   23126,   27658,   29143,   28903,    3472,    3712,   32615,    4772,       0,    1245,   23126,   27658,   29143,   28903,    3472,    3712,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     720,       0,       0,       0,     855,     435,     855,     435,    -135,     285,  100.0,   14.6,    0.0,    3.8,   70.9,   84.8,   89.4,   88.6,   10.6,   11.4,  100.0,   14.6,    0.0,    3.8,   70.9,   84.8,   89.4,   88.6,   10.6,   11.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      2,      0,      2,     19,     11,     21,     13,     22,      2,      0,      2,     19,     11,     21,     13,      0,      0,      0,      0,      0,      0,      0,      0,    65.0,    78.4,    75.9,    87.0,    43.5,    55.8,    51.6,    57.3,    65.0,    78.4,    75.9,    87.0,    43.5,    55.8,    51.6,    57.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EJI","NODX","064 "
"PJM.JCPL_month_off_dap - NODAL EXCHANGE",220426,2022-04-26,064EJJ,NODX,01,064 ,   27828,    3811,       0,    1245,   20217,   23788,   25273,   25033,    2555,    2795,   27828,    3811,       0,    1245,   20217,   23788,   25273,   25033,    2555,    2795,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     720,       0,       0,       0,     865,     420,     865,     420,    -145,     300,  100.0,   13.7,    0.0,    4.5,   72.6,   85.5,   90.8,   90.0,    9.2,   10.0,  100.0,   13.7,    0.0,    4.5,   72.6,   85.5,   90.8,   90.0,    9.2,   10.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,      3,      0,      2,     19,     11,     22,     13,     23,      3,      0,      2,     19,     11,     22,     13,      0,      0,      0,      0,      0,      0,      0,      0,    64.1,    77.7,    76.1,    87.7,    36.6,    51.2,    45.0,    52.4,    64.1,    77.7,    76.1,    87.7,    36.6,    51.2,    45.0,    52.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EJJ","NODX","064 "
"PJM.METED_month_on_dap - NODAL EXCHANGE",220426,2022-04-26,064EOW,NODX,01,064 ,   10180,    1555,     350,      25,    6835,    8145,    8415,    8520,    1765,    1660,   10180,    1555,     350,      25,    6835,    8145,    8415,    8520,    1765,    1660,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     175,       0,       0,       0,     175,     175,     175,     175,       0,       0,  100.0,   15.3,    3.4,    0.2,   67.1,   80.0,   82.7,   83.7,   17.3,   16.3,  100.0,   15.3,    3.4,    0.2,   67.1,   80.0,   82.7,   83.7,   17.3,   16.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,      2,      4,      1,     13,      7,     16,     11,     21,      2,      4,      1,     13,      7,     16,     11,      0,      0,      0,      0,      0,      0,      0,      0,    43.7,    72.5,    66.3,    81.6,    41.5,    56.1,    55.5,    59.9,    43.7,    72.5,    66.3,    81.6,    41.5,    56.1,    55.5,    59.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EOW","NODX","064 "
"PJM.METED_month_off_dap - NODAL EXCHANGE",220426,2022-04-26,064EOX,NODX,01,064 ,   10160,    1555,     350,      25,    6915,    8175,    8495,    8550,    1665,    1610,   10160,    1555,     350,      25,    6915,    8175,    8495,    8550,    1665,    1610,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     175,       0,       0,       0,     175,     175,     175,     175,       0,       0,  100.0,   15.3,    3.4,    0.2,   68.1,   80.5,   83.6,   84.2,   16.4,   15.8,  100.0,   15.3,    3.4,    0.2,   68.1,   80.5,   83.6,   84.2,   16.4,   15.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      2,      4,      1,     14,      7,     17,     11,     22,      2,      4,      1,     14,      7,     17,     11,      0,      0,      0,      0,      0,      0,      0,      0,    42.8,    72.5,    66.7,    82.0,    40.6,    54.5,    54.6,    58.6,    42.8,    72.5,    66.7,    82.0,    40.6,    54.5,    54.6,    58.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EOX","NODX","064 "
